CC,ECC,PI,PSN
IE,e3,2205,Today FM
IE,e3,2206,Newstalk
IE,e3,2207,   4FM  
IE,e3,2208, Spirit 
IE,e3,2231,Tipp-MWR
IE,e3,23e0,  Beat  
IE,e3,23e1,SPIN SW 
IE,e3,23e2, iRadio 
IE,e3,23e3, iRadio 
IE,e3,2410,  KFM   
IE,e3,2411,NR SOUND
IE,e3,2412,CLARE FM
IE,e3,2414,HIGHLAND
IE,e3,2417,G BAY FM
IE,e3,2418, Kerry  
IE,e3,2419,KCLR96FM
IE,e3,241a,MIDLNDS 
IE,e3,241b,LIVE95FM
IE,e3,241c,SHANSIDE
IE,e3,241d,  LMFM  
IE,e3,241e,MID-WEST
IE,e3,241f,Ocean S 
IE,e3,2420,TIPP FM 
IE,e3,2422, WLR FM 
IE,e3,2423,STH EAST
IE,e3,2424,E-COAST 
IE,e3,2433, RedFM  
IE,e3,2434,  NOVA  
IE,e3,2513, C103   
IE,e3,251f,Ocean N 
IE,e3,2613, C103   
IE,e3,9950,Storm NE
IS,e2,a142,  SAGA  
IS,e2,a201,RUV R1  
IS,e2,a202,RUV R2  
IS,e2,a203,BYLGJAN 
IS,e2,a204,BBC WS  
IS,e2,a205,FM957   
IS,e2,a206,  X-ID  
IS,e2,a209,RONDO   
IS,e2,a20b,GULLBYLG
IS,e2,a20d,LINDIN  
IS,e2,a219,SUDERLAN
IS,e2,a251,K100    
IS,e2,a252,AKUREYRI
IS,e2,a2b2,ATTAN FM
IS,e2,a3a1, Dalvik 
IS,e2,a666,FMX     
IS,e2,f999,KISSFM  
IT,e0,0000,EVANGELI
IT,e0,0078,BABAYAGA
IT,e0,0105,FARFALLA
IT,e0,0188,FANTASY 
IT,e0,01b4,PRIMA R.
IT,e0,0224,  IDEA  
IT,e0,022c,ONDVERDE
IT,e0,0303,((RNM)) 
IT,e0,054f,  MASTER
IT,e0,1220,R ITALIA
IT,e0,1254,Play    
IT,e0,18a1,RGSTUDIO
IT,e0,20fb,NUOVA   
IT,e0,20ff,* RBS * 
IT,e0,21fe,RADIO C1
IT,e0,280a,ARCOBAL.
IT,e0,3069, DELTA  
IT,e0,30c6,OREB    
IT,e0,3333,SPAZI0 3
IT,e0,3dff,VITTORIA
IT,e0,3efe,GELA    
IT,e0,4000,CATOLICA
IT,e0,43a1, RAS RR 
IT,e0,5005,**Queen*
IT,e0,5007,ENNYSOUN
IT,e0,500c, CENTRO 
IT,e0,500d,"R, Kolbe"
IT,e0,500e,R.SPAZIO
IT,e0,5010,STRANAMO
IT,e0,5016,  CLUB  
IT,e0,5017, FIESTA 
IT,e0,5018,FRECCIA 
IT,e0,501a, R N C  
IT,e0,501b,* RPM * 
IT,e0,5022,RADIO A 
IT,e0,5023,  EMME  
IT,e0,5024, RTR 99 
IT,e0,5026,*SMC*   
IT,e0,5027,EVANGELO
IT,e0,502c, Ligure 
IT,e0,502d, R.FLASH
IT,e0,502f, FRECCIA
IT,e0,5030,  RVS   
IT,e0,5039,MARGHRTA
IT,e0,503a,BOLOGNA1
IT,e0,503f,ITALIA  
IT,e0,5040, RECORD 
IT,e0,5048, DABLIU 
IT,e0,504a,EVANGELO
IT,e0,504b, ONE    
IT,e0,5050, RF101  
IT,e0,5052,CN  NORD
IT,e0,5055,DIGIESSE
IT,e0,5058,VIRGILIO
IT,e0,5059,R.LUCE  
IT,e0,505c,CENTRALE
IT,e0,5062, SPRINT 
IT,e0,5066,RADIO102
IT,e0,5069, * DOC *
IT,e0,5072,PRIMARAD
IT,e0,5074,REPORTER
IT,e0,5075, SPAZIO 
IT,e0,5076,CLASSICA
IT,e0,5079,RETE 94 
IT,e0,507c,STUDIO54
IT,e0,507e,* RPM * 
IT,e0,5083, SYSTEM 
IT,e0,5085,ETNA    
IT,e0,5088,R ORIZZ 
IT,e0,5089, TSN FM 
IT,e0,5091,BATKUORE
IT,e0,5093,**RVS** 
IT,e0,5097,  ENNE  
IT,e0,50a5,R*NUORO 
IT,e0,50a7, R.Voce 
IT,e0,50a9,AZZURRA 
IT,e0,50ab,*R.EFFE*
IT,e0,50ac,60'70'80
IT,e0,50ae,VERONICA
IT,e0,50af,R.P.D.V.
IT,e0,50b1,LOVE FM 
IT,e0,50b2,ADRIATIC
IT,e0,50b4,R CLODIA
IT,e0,50b9, TSN FM 
IT,e0,50c1,RADIO C1
IT,e0,50c2,STUDIO 2
IT,e0,50c6,OREB    
IT,e0,50c8,DIFF/NE 
IT,e0,50c9,RCIRADIO
IT,e0,50cb,A.BRUZIA
IT,e0,50ce,RID     
IT,e0,50d4,PUNTO R.
IT,e0,50d9,*ASIAGO*
IT,e0,50db,S.PIETRO
IT,e0,50df,  UZEDA 
IT,e0,50ec,INCONTRO
IT,e0,50ef,* VERA *
IT,e0,50f0,  STAR  
IT,e0,50f2, R-ALTA 
IT,e0,50f6,VASCO   
IT,e0,50f7,RDM105.5
IT,e0,5107,*RCB*   
IT,e0,5116,R-RADIO 
IT,e0,511e, FRESH  
IT,e0,511f,ITACA   
IT,e0,5128,VERONICA
IT,e0,5133, M DUE O
IT,e0,5134,STELLAFM
IT,e0,5135,EVANGELO
IT,e0,5141, VIRGIN 
IT,e0,5145,RADIO 24
IT,e0,5146,R.Tirol 
IT,e0,5148, SPORT  
IT,e0,5158,R. MATER
IT,e0,515c,R.CITTA'
IT,e0,515d,MUGELLO 
IT,e0,5167,RADIONDA
IT,e0,5169,OttO fm 
IT,e0,516f,RSFinBLU
IT,e0,5177,CAPITANA
IT,e0,5182, R.VELA 
IT,e0,5190,*AMORE*D
IT,e0,51c1,STUDIO93
IT,e0,51cc,R.MARIA 
IT,e0,51d6,ORIZZONT
IT,e0,51dc, CAN100 
IT,e0,51f0,DIACONIA
IT,e0,51fc,DELGOLFO
IT,e0,51fe,BLURADIO
IT,e0,5200,T-RADIO 
IT,e0,5201,*Radio1 
IT,e0,5202,*Radio2 
IT,e0,5203,*Radio3 
IT,e0,5204,  SUBY  
IT,e0,5205,Classica
IT,e0,5206,RAI GRPR
IT,e0,5207,* LUNA *
IT,e0,5208,HIT FM  
IT,e0,5209,ISORADIO
IT,e0,520b,*CITTA'*
IT,e0,5210,RADICALE
IT,e0,5211,  105   
IT,e0,5212,  RMC2  
IT,e0,5213,  RMC   
IT,e0,5214, DEEJAY 
IT,e0,5215,  R101  
IT,e0,5216,R.PIAVE 
IT,e0,5218,RTL102.5
IT,e0,5219,CAPITAL 
IT,e0,521a,STUDIO +
IT,e0,521c,RTOUR FM
IT,e0,521d,GammaRad
IT,e0,5220,R ITALIA
IT,e0,5221, M DUE O
IT,e0,5222,  RVS   
IT,e0,5224,FLASH FM
IT,e0,5225,KISSKISS
IT,e0,522b,SPORTIVA
IT,e0,522d,EVANGELO
IT,e0,522e,PIACENZA
IT,e0,522f, CUORE  
IT,e0,5230,*RADIOBG
IT,e0,5232,*NOISE* 
IT,e0,5233,M DUE O 
IT,e0,5234,  SOLE  
IT,e0,5238,*Number1
IT,e0,523c,   RPZ  
IT,e0,5241,VIRGIN  
IT,e0,5242,MARGHRTA
IT,e0,5245,RADIO 24
IT,e0,5249,LIFEGATE
IT,e0,524c,R.AMICA 
IT,e0,5250,  ROMA  
IT,e0,525e,PeterPan
IT,e0,5263,T R B C 
IT,e0,5264,* RDS * 
IT,e0,5269,OttO fm 
IT,e0,5271, R V S  
IT,e0,5273,CENTRALE
IT,e0,5275,MARCONI 
IT,e0,5276,PADANIA 
IT,e0,5278,  ROMA  
IT,e0,5283,Kristall
IT,e0,5286,*STELLA*
IT,e0,5287, TSN FM 
IT,e0,5288, R S I  
IT,e0,528d,*CICCIO*
IT,e0,528f,FANT..CA
IT,e0,5290,NEWS 24 
IT,e0,5292,FANT..CA
IT,e0,5293,FRECCIA 
IT,e0,5294,R.MATER 
IT,e0,5298,RADIOSEI
IT,e0,5299,  ZETA  
IT,e0,529b,ONEDANCE
IT,e0,52a5,RETE-104
IT,e0,52a8, R.ALTA 
IT,e0,52a9,*R.DORA*
IT,e0,52ab,R.GIULIA
IT,e0,52b9,RETEOTTO
IT,e0,52bb,BUSSOLA 
IT,e0,52be,C*SOLARE
IT,e0,52c1,R.ANCHIO
IT,e0,52d9,MARCONI 
IT,e0,52dd,ANNI 60 
IT,e0,52f1,RVS     
IT,e0,52f7,Radio 7 
IT,e0,52fa,SALENTUO
IT,e0,52fd,L U C E 
IT,e0,5300,PRMARETE
IT,e0,530b, EVA NA 
IT,e0,531a, SPLASH 
IT,e0,531b,RADIOBLU
IT,e0,531c,R.TOUR  
IT,e0,531d, *BELLA*
IT,e0,531f,KKITALIA
IT,e0,5323,CASTELLU
IT,e0,532b,  STOP  
IT,e0,532c,UNVERSAL
IT,e0,532f,  CUORE 
IT,e0,5336,STUDIO54
IT,e0,5339,REPORTER
IT,e0,533c,CANALE93
IT,e0,533d,STUDIO 5
IT,e0,5343,  TELE  
IT,e0,5344,RMCSPORT
IT,e0,534b, SKYLAB 
IT,e0,534d,R. BRUNO
IT,e0,534e,*RTO FM*
IT,e0,5350,COMPANY 
IT,e0,5352,NORBA   
IT,e0,5356,R PUGLIA
IT,e0,535a,OTTANTA 
IT,e0,535e,* DELTA1
IT,e0,535f,ORIZZONT
IT,e0,5362, DELTA  
IT,e0,5366, VOLAMI 
IT,e0,5368,RMCSPORT
IT,e0,5369,DIMSUONO
IT,e0,536b,NOSTLGIA
IT,e0,536c, CLASS  
IT,e0,536e,BIRIKINA
IT,e0,5370,BELLLA E
IT,e0,5371,M*R*CITY
IT,e0,5372,SorRrisO
IT,e0,5373,Piterpan
IT,e0,5377,MONFRATO
IT,e0,5379, GELOSA 
IT,e0,537a,BIERRE 2
IT,e0,5381,*R.T.S.*
IT,e0,5387,EVANGELO
IT,e0,5389,RMCSPORT
IT,e0,538a,MARILU  
IT,e0,538c,CUSANO  
IT,e0,5392, COLOR  
IT,e0,5397,STUDIO90
IT,e0,5398,JUKEBOX 
IT,e0,539b,ONEDANCE
IT,e0,539d,ANTENNA 
IT,e0,539f, G.R.P. 
IT,e0,53a0,ITALIAN 
IT,e0,53a1,RADIO IN
IT,e0,53a3, RTR 957
IT,e0,53a5,PUNTO   
IT,e0,53a9,*GAMMA* 
IT,e0,53aa,R.KOLBE 
IT,e0,53ac,MAXCLASS
IT,e0,53ad,R.CARINA
IT,e0,53ae,MAXENRGY
IT,e0,53b3,VENEZIA 
IT,e0,53b6,PALAZZO 
IT,e0,53b7,LOCO FM 
IT,e0,53ba,R.O.URTO
IT,e0,53bb,BUSSOLA 
IT,e0,53cc,ATTIVITA
IT,e0,53d0, CONCORD
IT,e0,53d1, ACTION 
IT,e0,53d3,RPZCENTR
IT,e0,53d4, SIBARI 
IT,e0,53d5,AZZURRA 
IT,e0,53d7,AFN 107 
IT,e0,53de, R.C.F. 
IT,e0,53e7,LOVE FM 
IT,e0,53eb, T*R*V* 
IT,e0,53ee, ENERGY 
IT,e0,53f1,R*STELLA
IT,e0,53f2, R.PICO 
IT,e0,53f3, R PICO 
IT,e0,53f9,FANTASY 
IT,e0,53fb,St.Delta
IT,e0,5401,*Radio1 
IT,e0,5402,*Radio2 
IT,e0,5403,*Radio3 
IT,e0,5404,  RAI   
IT,e0,540d,R. ACQUI
IT,e0,541a,RNAPOLI 
IT,e0,5420, BOMBO  
IT,e0,5422,MarteDue
IT,e0,5423,  RGS   
IT,e0,5424, RTR 99 
IT,e0,5426, R.A.B. 
IT,e0,5429,PRIMA   
IT,e0,5431,MOVIDA  
IT,e0,5432,GROEDEN 
IT,e0,5435,DIGI-ONE
IT,e0,5436,REPORTER
IT,e0,5438,NUMBER 1
IT,e0,543a,PADREPIO
IT,e0,543d,STUDIO 5
IT,e0,543f,R GOLD  
IT,e0,5444,* RVB * 
IT,e0,5446,RADIOSA 
IT,e0,5447,R KAPPA 
IT,e0,544a,ARBRESHE
IT,e0,544d,R. ALBA 
IT,e0,544e,*RTO FM*
IT,e0,544f,COMPANY 
IT,e0,5451,*R*SUPER
IT,e0,5455,LATMIELE
IT,e0,5456,R<PUGLIA
IT,e0,5457, E R F  
IT,e0,545d,R.A.DUE 
IT,e0,545e,* DELTA1
IT,e0,5460,R PADOVA
IT,e0,5461,ITALIA 5
IT,e0,5464,HITRADIO
IT,e0,546e,ANTENNA2
IT,e0,546f,*ASOLO* 
IT,e0,5471,ARANCIA 
IT,e0,5473, ITALIA1
IT,e0,5474, IBIZA  
IT,e0,5477,MILENIUM
IT,e0,5478,ARC RETE
IT,e0,547b,*MARTE**
IT,e0,547d,  IDEA  
IT,e0,5481,CRIKCROK
IT,e0,5488,MEPRADIO
IT,e0,548f,INCONTRI
IT,e0,5492,T I M E 
IT,e0,5495,ANNI 60 
IT,e0,5497,FM*MUSIC
IT,e0,549a,CARBONIA
IT,e0,54a1,MEPRADIO
IT,e0,54a2,-RMQ FM-
IT,e0,54a4,SINTONY 
IT,e0,54a7,RVS CONE
IT,e0,54aa,DolceMus
IT,e0,54ae,NOSTLGIA
IT,e0,54b9,STEREO 5
IT,e0,54bb,*R.RAMA*
IT,e0,54bd,CHINA FM
IT,e0,54bf,MILLENOT
IT,e0,54c2,RSBLU-FM
IT,e0,54c7,*LIBERA*
IT,e0,54c8,INTERN'L
IT,e0,54c9,RAPHAEL 
IT,e0,54d4,ROR     
IT,e0,54d7,R.VALLE 
IT,e0,54e8,  MANIA 
IT,e0,54ea,#MAGENTA
IT,e0,54ee,N.R.N.  
IT,e0,54ef,RCN     
IT,e0,54f5,BELLUNO 
IT,e0,54f7,Hollywod
IT,e0,54f8,R.VERONA
IT,e0,54f9, R*C*S  
IT,e0,54fe,SICILIA 
IT,e0,5500,R.ASCOLI
IT,e0,5501,*Radio1 
IT,e0,5503,RADIOTCI
IT,e0,5512,SALENTO 
IT,e0,5526,  RAMA  
IT,e0,552b,R.QUINTA
IT,e0,552d, RGU Fm 
IT,e0,552f, CUORE  
IT,e0,5531,MOVIDA  
IT,e0,5538,NUMBER-1
IT,e0,553d,STUDIO 5
IT,e0,553e,  MOVE  
IT,e0,5542,RADIO FM
IT,e0,5543,R GAMMA 
IT,e0,554d,R.BRUNO 
IT,e0,5556,R>PUGLIA
IT,e0,5565,FERMO 1 
IT,e0,5569,DOLCISMA
IT,e0,5572, CONERO 
IT,e0,5573,VELLUTO 
IT,e0,5581,SKYLINE 
IT,e0,5588,*LINEA 1
IT,e0,55a9,*R.FANO*
IT,e0,55bc,R.BCS   
IT,e0,55c1,VIVA FM 
IT,e0,55c6,VIVA FM 
IT,e0,55c7,  T U A 
IT,e0,55c9,MULTIRAD
IT,e0,55d3,RADIOTCI
IT,e0,55d5,AZZURRA 
IT,e0,55df,NEW STAR
IT,e0,55ee,PIOMBINO
IT,e0,55f0,**UMBRIA
IT,e0,55f1,**UMBRIA
IT,e0,55fd,SUBASIO 
IT,e0,5601,*Radio1 
IT,e0,561a,STUDIO +
IT,e0,5621,*AMORE* 
IT,e0,5624,* RDS * 
IT,e0,5638,NUMBER 1
IT,e0,563f,GALASSIA
IT,e0,5650,COMPANY 
IT,e0,5653,R-NORBA 
IT,e0,5655,R.SBERLA
IT,e0,5656,R<PUGLIA
IT,e0,5657,taranto 
IT,e0,5658,LUCHINO 
IT,e0,5659,SUXSOUND
IT,e0,565e,* DELTA1
IT,e0,5667,KALARITA
IT,e0,566e, PLAY   
IT,e0,5671,LOVE FM 
IT,e0,5679, GELOSA 
IT,e0,56b4,RLV     
IT,e0,56c6,  PLAY  
IT,e0,56cd,>TEMPOr<
IT,e0,56d7,INTERNAZ
IT,e0,56f2,R.PICO  
IT,e0,56f9,R.P.BOSA
IT,e0,56fa,BARBAGIA
IT,e0,5701,*Radio1 
IT,e0,573d,STUDIO 5
IT,e0,5742,*RAM*   
IT,e0,5743,R GAMMA 
IT,e0,574a,VENETO 1
IT,e0,5750,COMPANY 
IT,e0,5753,R-NORBA 
IT,e0,575e,* DELTA1
IT,e0,576e, PLAY   
IT,e0,576f,JOBEL   
IT,e0,5771,LOVE FM 
IT,e0,5772,RITMO 80
IT,e0,5779, GELOSA 
IT,e0,577d,  IDEA  
IT,e0,57ea,VENETO 1
IT,e0,5800, R.BASE 
IT,e0,5801,*Radio1 
IT,e0,580c,ONDAMED 
IT,e0,5831,TRENTINO
IT,e0,5838,*NUMBER1
IT,e0,583d,STUDIO 5
IT,e0,5842,CENTRALE
IT,e0,5843,R GAMMA 
IT,e0,5846,EVLUTION
IT,e0,584a,SABBIA  
IT,e0,584c,MODENA90
IT,e0,584e,R.STELLA
IT,e0,5853,R-NORBA 
IT,e0,585e,* DELTA1
IT,e0,5861,STUDIO95
IT,e0,5867,*R.D.M.*
IT,e0,5869,R.DUOMO-
IT,e0,5876,NETTUNO 
IT,e0,587d,*R T IN*
IT,e0,5892,DUE.ZERO
IT,e0,589a,R. MAGIC
IT,e0,58a1, SOUND  
IT,e0,58a6,RMKANATE
IT,e0,58bd,OTTONOVE
IT,e0,58c1,VIVA FM.
IT,e0,5901,*Radio1 
IT,e0,5915,  CLUB  
IT,e0,591c,RADIOAUT
IT,e0,5934,Proposta
IT,e0,5938,NUMBER-1
IT,e0,593d,STUDIO 5
IT,e0,5949,TPNRADIO
IT,e0,594c, R M F  
IT,e0,594e,Lady Rad
IT,e0,5950,COMPANY 
IT,e0,595a,OTTANTA 
IT,e0,595b,PARSIFAL
IT,e0,596e,  PLAY  
IT,e0,5971,LOVE FM 
IT,e0,5972,REPORTER
IT,e0,5985,CALFRNIA
IT,e0,5992,R.FUTURA
IT,e0,5994,FREQUENZ
IT,e0,59b6,  ONDA  
IT,e0,59c1,VIVA FM.
IT,e0,59c8,INCONTRO
IT,e0,59de,R.Zainet
IT,e0,59e4,R CIAO  
IT,e0,59ea,RADIO  G
IT,e0,5a00,TINDARI 
IT,e0,5a0e,*SKYLAB*
IT,e0,5a43,R.M.ROSA
IT,e0,5a45,PUNTO   
IT,e0,5a46,R>PUGLIA
IT,e0,5a48, R.BARI 
IT,e0,5a49,*SELENE*
IT,e0,5a4a,-R.EMME-
IT,e0,5a4b, ICARO  
IT,e0,5a4d,R.BRUNO 
IT,e0,5a4f,R-Centro
IT,e0,5a50,COMPANY 
IT,e0,5a56,R>PUGLIA
IT,e0,5a58,COOPERA 
IT,e0,5a5a,OTTANTA 
IT,e0,5a5b, *VOICE*
IT,e0,5a5d,  ONDA  
IT,e0,5a5e,* DELTA1
IT,e0,5a60,R-GAMMA*
IT,e0,5a61,ITALIA 5
IT,e0,5a66,sEi  sEi
IT,e0,5a68,*LADY   
IT,e0,5a6a,   ONE  
IT,e0,5a71,LOVE FM 
IT,e0,5a73,CONTRO  
IT,e0,5a77,RDF102.7
IT,e0,5a78,MITOLOGY
IT,e0,5a7b, PLANET 
IT,e0,5a7e,VENEZIA 
IT,e0,5a80,DISCOBOX
IT,e0,5a83, SYSTEM 
IT,e0,5a95,  SUSA  
IT,e0,5a98, MONDO  
IT,e0,5aa7,RTOSCANA
IT,e0,5ac0,  SIENA 
IT,e0,5af0,CORTINA 
IT,e0,5af3,R.LOGOS 
IT,e0,5b0a,ITALIA 1
IT,e0,5b3b,RADIO 5 
IT,e0,5b4a,R-VENERE
IT,e0,5b4d,R.BRUNO 
IT,e0,5b50,COMPANY 
IT,e0,5b53,R-NORBA 
IT,e0,5b5b,PARSIFAL
IT,e0,5b5e,* DELTA1
IT,e0,5b61,VERONICA
IT,e0,5b63,PROPOSTA
IT,e0,5b65, MANILA 
IT,e0,5b67,ANTENNA1
IT,e0,5b68,* RTB * 
IT,e0,5b76,CITY SMI
IT,e0,5b78,  CITY  
IT,e0,5b88,DOLOMITI
IT,e0,5b8a,R.GAMMA 
IT,e0,5ba1, G.R.P. 
IT,e0,5ba2,GRP TRE 
IT,e0,5baa,TRSTIME>
IT,e0,5baf,RTOSCANA
IT,e0,5bec, RBE FM 
IT,e0,5bf4,R.P. UNO
IT,e0,5bf6, - RVL -
IT,e0,5bfa, R.T.M. 
IT,e0,5bfd,4YOU PRO
IT,e0,5c4b,R-LASER 
IT,e0,5c4d,R.BRUNO 
IT,e0,5c53,R-NORBA 
IT,e0,5c5e,* DELTA1
IT,e0,5cc1,VIVA FM.
IT,e0,5ced,  LUCE  
IT,e0,5cee,R.OSTUNI
IT,e0,5cfd,SUBASIO 
IT,e0,5d23,CANALE93
IT,e0,5d47,POWER FM
IT,e0,5d4a,R-VENERE
IT,e0,5d4d,R.BRUNO 
IT,e0,5d4e, SMILE  
IT,e0,5d53,R-NORBA 
IT,e0,5d55,LATMIELE
IT,e0,5d56, R M S  
IT,e0,5d59,MILAZZO 
IT,e0,5d5b,  RSC   
IT,e0,5d5c,AZIMUT  
IT,e0,5d5e, R.S.C. 
IT,e0,5d65,CLASSIC 
IT,e0,5d66, EMPIRE 
IT,e0,5d75,R C L   
IT,e0,5d88,DOLOMITI
IT,e0,5d90,RM-ITALY
IT,e0,5d97,*R.S.E.*
IT,e0,5d99,R.S.C.  
IT,e0,5da1,FMITALIA
IT,e0,5dfc,MI PIACI
IT,e0,5dff,R C L   
IT,e0,5e00,R.JEANS 
IT,e0,5e22,MYRADIO 
IT,e0,5e35,  M100  
IT,e0,5e49,DIM*SOFT
IT,e0,5e51,RADIORTE
IT,e0,5e5e,SV SOUND
IT,e0,5e60,R-GAMMA 
IT,e0,5e65,DIM*ROMA
IT,e0,5e6a,IMMAGINE
IT,e0,5e6c,*LATINA*
IT,e0,5e6f,IMMAGINE
IT,e0,5e73,  R24   
IT,e0,5e78,NEWS    
IT,e0,5e79,SUONO   
IT,e0,5e7a,BABBOLEO
IT,e0,5e82,TRS102.3
IT,e0,5e84,ANTENNA1
IT,e0,5e88,DOLOMITI
IT,e0,5e8d,RADIODAY
IT,e0,5e90,RAMPOWER
IT,e0,5ea5,  ELLE  
IT,e0,5ea6,R.Omega 
IT,e0,5ea8,RAF103e5
IT,e0,5ea9, SUONO  
IT,e0,5eaa,  MONDO 
IT,e0,5ece,R. LAZIO
IT,e0,5ede,INTEMELI
IT,e0,5eff,  ZERO  
IT,e0,5f00,siderno 
IT,e0,5f1f,2000    
IT,e0,5f2d,EVANGELO
IT,e0,5f37, R G W  
IT,e0,5f42,RETE NBC
IT,e0,5f49,RADIO 80
IT,e0,5f4a,STUDIO97
IT,e0,5f4d,R.BRUNO 
IT,e0,5f4f,SPAZIO R
IT,e0,5f51,S-TIROL1
IT,e0,5f54, E R F  
IT,e0,5f55,SR MERAN
IT,e0,5f60,ANAUNIA 
IT,e0,5f62,NEWS 24 
IT,e0,5f6c,R-POPIZZ
IT,e0,5f6e, PLAY   
IT,e0,5f6f,R. ONE  
IT,e0,5f88,DOLOMITI
IT,e0,5f9b,STUDIO 5
IT,e0,5fab,A. FEBEA
IT,e0,5fb1,.SOUND. 
IT,e0,5fc1,BELLAVTA
IT,e0,5fcd,R.MARIA 
IT,e0,5ff0,ORBITAL 
IT,e0,6158,*SIMPLY*
IT,e0,62a5,STATION1
IT,e0,6377,R.Kolbe 
IT,e0,66cc,STUDIO97
IT,e0,6d35, R.BASE 
IT,e0,6dff,  LUNA  
IT,e0,6ff3,RADIORCB
IT,e0,6fff,R.FORMIA
IT,e0,9084,RV @mica
IT,e0,9550,  INTER 
IT,e0,9978,AFN     
IT,e0,9999,ANTENNA1
IT,e0,99a1,AFN     
IT,e0,99fe,VICENZA 
IT,e0,a001,  ONDE  
IT,e0,a0c4,RADIO MB
IT,e0,a0fa,VENERE 2
IT,e0,a201,RAS OE 1
IT,e0,a203,RAS OE 3
IT,e0,a3dd,R.MARIA 
IT,e0,aa0a,RAS ORF 
IT,e0,ab20,PIEMONTE
IT,e0,b016, R.S.I. 
IT,e0,b110,  CHIK  
IT,e0,bfc7,  MASTER
IT,e0,c4ff,  RNS   
IT,e0,d3d0, LIBERA 
IT,e0,d44d,OLGIATA 
IT,e0,e123,TOURING 
IT,e0,f000,R.ESTASY
IT,e0,f0f0,ENERGIA 
IT,e0,fe20,AMICA 2 
IT,e0,ff00,* LUNA *
LI,e2,43b1, SRF 1  
LI,e2,43b2, SRF 2  
LI,e2,43b3, SRF 3  
LI,e2,43e1,RETE UNO
LI,e2,49b1,SRF 1 SG
LI,e2,4f04,  FM1   
LI,e2,9201,RADIO L 
LT,e2,2202,POWER   
LT,e2,4300,PUKAS   
LT,e2,4323,PUKAS2  
LT,e2,7050, KELYJE 
LT,e2,71cc,MARIJOS 
LT,e2,7210,  RDS   
LT,e2,9140,  XFM   
LT,e2,9408,Laisvoji
LT,e2,9490,VAIKU   
LT,e2,982a,TAURAGES
LT,e2,9980, KELYJE 
LT,e2,abba,"RS2 97,8"
LT,e2,c068,Jazz FM 
LT,e2,c069,LALUNA  
LT,e2,c08a, - ZW - 
LT,e2,c096, RADUGA 
LT,e2,c0e5,ROCK FM 
LT,e2,c158,ZINIU   
LT,e2,c164,Easy FM 
LT,e2,c165,Easy FM 
LT,e2,c1cc,MARIJOS 
LT,e2,c1f0,PULSAS  
LT,e2,c20b,M-1Plius
LT,e2,c265, LIETUS 
LT,e2,c275, KELYJE 
LT,e2,c282,  FM99  
LT,e2,c315,European
LT,e2,c321,  LRT   
LT,e2,c322,KLASIKA 
LT,e2,c333,LRT Opus
LT,e2,c430,PUKAS   
LT,e2,c4d3,SAULES  
LT,e2,ca01,  M-1   
LT,e2,ca45, - RC - 
LT,e2,ca72,RELAX FM
LT,e2,ca83,RUSRADIO
LT,e2,ca94, ZIP FM 
LT,e2,cc41,GERAS FM
LT,e2,ccc3,EXTRA FM
LT,e2,fff2,-XFM-   
LT,e2,ffff,Start FM
LU,e1,20fe,RADIOLNW
LU,e1,7001,RADIORGL
LU,e1,7015,radioakt
LU,e1,7031, R.O.M. 
LU,e1,7052,DUDELANG
LU,e1,7111,RTLRADIO
LU,e1,7210, RTL.lu 
LU,e1,7212,"100,7   "
LU,e1,7303,RadioARA
LU,e1,7315,E L D O 
LU,e1,7316,  LRB   
LU,e1,7446, LATINA 
LU,e1,7569,RBV 107 
LV,e3,1027, MIXFM  
LV,e3,2201,STAR FM 
LV,e3,7252,  PIK   
LV,e3,8860,JUMOR FM
LV,e3,9002,SWH PLUS
LV,e3,9006,Spin FM 
LV,e3,9007,SWH ROCK
LV,e3,901b,CAPITAL 
LV,e3,902f,  Divu  
LV,e3,9045,SWH GOLD
LV,e3,906a,RadioTEV
LV,e3,906b, SKONTO 
LV,e3,906c, SKONTO 
LV,e3,906d,SKONTO+ 
LV,e3,906e, SKONTO 
LV,e3,907a,MARIJA  
LV,e3,9099,JURMALA 
LV,e3,909b,RETRO FM
LV,e3,90f0,SWHPopUp
LV,e3,910b,RIETUMU 
LV,e3,9120,RETRO   
LV,e3,9211,  LR-1  
LV,e3,9222,  LR-2  
LV,e3,9233,  LR-3  
LV,e3,9244,  LR-4  
LV,e3,924a,TOPradio
LV,e3,924b,TOPradio
LV,e3,9255,pieci.lv
LV,e3,9258,  SWH   
LV,e3,9266,LR6 NABA
LV,e3,9390,BALTKOM 
LV,e3,9407,Latgales
LV,e3,9431,RADIO 1 
LV,e3,9487,EHRSuper
LV,e3,9488,  EHR   
LV,e3,9489,EHR RHIT
LV,e3,9705,KURZEMES
LV,e3,9786,  LKR   
LV,e3,9950, LOUNGE 
LV,e3,9e38,ALISA + 
LV,e3,c201,Divu    
LV,e3,ffff,RADIO7  
MC,e2,1281, MEDI 1 
MC,e2,5211,  105   
MC,e2,5212,   RMC2 
MC,e2,5213, RMC 1  
MC,e2,5264,* RDS * 
MC,e2,b101,RIVIERA 
MC,e2,b1c7,R.MONACO
MC,e2,b215,PITCHOUN
MC,e2,f212,  RFM   
MC,e2,f215, RTL2   
MC,e2,f216, RMC    
MC,e2,f217,  FUN   
MC,e2,f218,NOSTALGI
MC,e2,f221,CLASSIQ 
MC,e2,f224, CHERIE 
