CC,ECC,PI,PSN
ES,e2,8855,Cerdanyo
ES,e2,890f,CANAL 4 
ES,e2,8929,MuyBuena
ES,e2,8930,  PEPE  
ES,e2,8ba0,   SER  
ES,e2,8fc8,RUMBEROS
ES,e2,9028,7.7Radio
ES,e2,9030,MuyBuena
ES,e2,904c,R.BISBAL
ES,e2,906d,esRadio+
ES,e2,9090,"PTO, SOL"
ES,e2,90e0,NOSTLGIA
ES,e2,9112,R.RAPITA
ES,e2,9230,M80RADIO
ES,e2,9250, POP FM 
ES,e2,930e,  ONDA  
ES,e2,9393,ISGOOD4U
ES,e2,940f,*ARAGON-
ES,e2,9420,Radio 4G
ES,e2,9484,CADENA  
ES,e2,950f,RADIO* Z
ES,e2,95d8, LOS40  
ES,e2,960f,RADIO*HU
ES,e2,970f,RADIO*TE
ES,e2,9753,  SER   
ES,e2,97a7,  M80   
ES,e2,9821,  CBR   
ES,e2,9873,HOLLAND 
ES,e2,98aa,JAMM FM 
ES,e2,9957,ASWAT   
ES,e2,998e,MATRESKA
ES,e2,99e0,LA MEGA 
ES,e2,9d30,NOSTLGIA
ES,e2,9ffa,SER   II
ES,e2,a001,MEDINA  
ES,e2,a002,REMEMBER
ES,e2,a007,FMBierzo
ES,e2,a00b,CATOLICA
ES,e2,a010,  SER   
ES,e2,a017,LOCACTIV
ES,e2,a01a,LAMEGAFM
ES,e2,a025,LA MEGA 
ES,e2,a064,COMARCAS
ES,e2,a070,  PURO  
ES,e2,a085,LA MEGA 
ES,e2,a0a2,THADERFM
ES,e2,a100,CUARENTA
ES,e2,a109,  MEGA  
ES,e2,a200, Los40  
ES,e2,a21f,RSureste
ES,e2,a235,CONCEYU 
ES,e2,a2b4,ONDACERO
ES,e2,a3a9, INTER  
ES,e2,a4a4,VAUGHAN 
ES,e2,a666,HALABED1
ES,e2,a667,HALABED2
ES,e2,a777,COOLTURA
ES,e2,aa22,CANAL 20
ES,e2,aa28,LUNA SER
ES,e2,aa33,MARCA   
ES,e2,aa35,R C G-FM
ES,e2,aa44,INTEGRA 
ES,e2,aa45,RAllariz
ES,e2,aa67,MARCA   
ES,e2,aa99,OLIMPICA
ES,e2,aaaa,4G      
ES,e2,aaac, GO FM  
ES,e2,ab30,QUERADIO
ES,e2,abcd,LA VEU  
ES,e2,abf0,MATRIO- 
ES,e2,acaf, RVK    
ES,e2,acdd,  COPE  
ES,e2,acde,Poligono
ES,e2,aee8,FiestaFM
ES,e2,afff,RM VALGA
ES,e2,b002,R.MARCA 
ES,e2,b003,MARCA   
ES,e2,b005,GLOBO FM
ES,e2,b016,  AIRE  
ES,e2,b101,VAUGHAN 
ES,e2,b212, SOL FM 
ES,e2,b400,ODIEL   
ES,e2,b456,BUM FM  
ES,e2,b591,LA MEGA 
ES,e2,b763, LOS 40 
ES,e2,b800,Rumbera 
ES,e2,b893,ROCK FM 
ES,e2,b950,RVLTOSA 
ES,e2,bad3,SER     
ES,e2,bb63,  SER   
ES,e2,bb66,LOCA FM 
ES,e2,bbca, **HR** 
ES,e2,beb0,FARO    
ES,e2,bf84,BIT FM  
ES,e2,c001,XTRAFM  
ES,e2,c002,R - SALT
ES,e2,c019,O.COLOR 
ES,e2,c0c0,ALGINET 
ES,e2,c0ea, LOS40  
ES,e2,c123,radar FM
ES,e2,c26c,CAPITALR
ES,e2,c2ec,KISS FM 
ES,e2,c301,COAST FM
ES,e2,c309, ENERGY 
ES,e2,c362,Atlantis
ES,e2,c3be,EUROPA  
ES,e2,c53d,VIP  FM 
ES,e2,c7a7,Radiokit
ES,e2,ca56,CAD 100 
ES,e2,cc00,KANAL 25
ES,e2,cc09,esRadio 
ES,e2,cc44,MAJUELOS
ES,e2,ccaf,Tu-Radio
ES,e2,cd30,RADIOLE 
ES,e2,cddb,POWER ON
ES,e2,cf38,SI FM   
ES,e2,d035,FABULOSA
ES,e2,d073,LATINOS 
ES,e2,d101,MIXRADIO
ES,e2,d2de,  VASCA 
ES,e2,d378, TORRE  
ES,e2,d49a, +LATINA
ES,e2,d6c9, R C M  
ES,e2,d7a6,Giralda 
ES,e2,d7c3,  SER   
ES,e2,dd66,DELMUNDO
ES,e2,dfff,  SER   
ES,e2,e003,RADIO 4G
ES,e2,e006,COPE S N
ES,e2,e00d,R-PINEDA
ES,e2,e00f,SUPER...
ES,e2,e014,SOMONTAN
ES,e2,e016,R5PCIVIL
ES,e2,e01a,M80RADIO
ES,e2,e01d,CHANKETE
ES,e2,e026,SER     
ES,e2,e029,SIGUEME 
ES,e2,e02b,Fanatica
ES,e2,e02f,LATINOFM
ES,e2,e033,ARCO-FM 
ES,e2,e034,ESTRADA 
ES,e2,e039,  SER   
ES,e2,e03b,CAD-100 
ES,e2,e03c,RADIOSIO
ES,e2,e03e,SER SUR 
ES,e2,e043,  SER   
ES,e2,e044,ONDA    
ES,e2,e047,ACTIVIT.
ES,e2,e048,TORRE   
ES,e2,e049,R CAMPUS
ES,e2,e04b,  GENTE 
ES,e2,e04c,7.7RADIO
ES,e2,e051,NEO FM  
ES,e2,e052,C.SER   
ES,e2,e05d,ONDA TFE
ES,e2,e060,R BETIS 
ES,e2,e061,R.FRAGA 
ES,e2,e062,   DIAL 
ES,e2,e065,LANZAROT
ES,e2,e066,BIZKAIAI
ES,e2,e068,ONDA VIP
ES,e2,e06f,  PEGO  
ES,e2,e072, LOS40  
ES,e2,e076, HELLIN 
ES,e2,e07f,SER NORT
ES,e2,e085,CASTELL 
ES,e2,e086,SER ELDA
ES,e2,e088, EXITOS 
ES,e2,e093,  SOM   
ES,e2,e094,ST FELIU
ES,e2,e095,CINCA100
ES,e2,e097,L'ESCALA
ES,e2,e09b,R ENLACE
ES,e2,e0a1,ONDA CIT
ES,e2,e0a3,ONDA 15 
ES,e2,e0a8, SEGURA 
ES,e2,e0aa,R.BEGUR 
ES,e2,e0ac,*O.P.R.*
ES,e2,e0b0,TROPICAL
ES,e2,e0b2,TITOIETA
ES,e2,e0b3,LA SUPER
ES,e2,e0b4,CASTELLA
ES,e2,e0b8,VAUGHAN 
ES,e2,e0ba,CAPITAL 
ES,e2,e0bb,ONDA FE 
ES,e2,e0bd,R.POMAR 
ES,e2,e0be,AVENTURA
ES,e2,e0bf,CORBINS 
ES,e2,e0c0,EXITO   
ES,e2,e0c5,RADIOVOZ
ES,e2,e0c6,INTHEMIX
ES,e2,e0cc,  DIAL  
ES,e2,e0ce,CAD-100 
ES,e2,e0d2,NOU CINC
ES,e2,e0d3,RPopular
ES,e2,e0d4, PALAMOS
ES,e2,e0d5,EUROPAFM
ES,e2,e0d6,R.ABRERA
ES,e2,e0d7,HERRI   
ES,e2,e0d9,  DIAL  
ES,e2,e0dc,  COPE  
ES,e2,e0de,INTER   
ES,e2,e0e1,NEGREIRA
ES,e2,e0e2,ONA MEDI
ES,e2,e0e3,Cool FM 
ES,e2,e0e8,105.6FM 
ES,e2,e0ec,  ECCA  
ES,e2,e0ef,R.CASTRO
ES,e2,e0f6,LAMARINA
ES,e2,e0f9,EFMR    
ES,e2,e113,flamenca
ES,e2,e118,CAPITAL 
ES,e2,e119,  INTER 
ES,e2,e139,EZTANDA 
ES,e2,e13d,EMANUEL 
ES,e2,e154,CodigoFM
ES,e2,e162,SONORAFM
ES,e2,e17b,7.7RADIO
ES,e2,e182,RADIOSOL
ES,e2,e196,BikiniFM
ES,e2,e197,LAFRESCA
ES,e2,e1a1, U-A-1  
ES,e2,e1ad,SOLUCAR 
ES,e2,e1af,TU PANA 
ES,e2,e1c9,FEELING 
ES,e2,e1cc,R. MARIA
ES,e2,e1cd,R Maria 
ES,e2,e1e4,VIARADIO
ES,e2,e1e6,Antena 5
ES,e2,e1ee,  COPE  
ES,e2,e200,ENERGIA 
ES,e2,e201,ONDA-REG
ES,e2,e202,ORMUSICA
ES,e2,e206,R.SURCO 
ES,e2,e208,R.SURCO 
ES,e2,e209,KANDELA 
ES,e2,e210,R CHINCH
ES,e2,e211,RNE 1   
ES,e2,e212,RNE CLAS
ES,e2,e213,RADIO 3 
ES,e2,e214,LA LOMA 
ES,e2,e215,RNE 5   
ES,e2,e21e,M80RADIO
ES,e2,e223,ROQUETAS
ES,e2,e22c,R-MARINA
ES,e2,e232,CATMUSIC
ES,e2,e234,CATINFO 
ES,e2,e235, LOS40  
ES,e2,e237,  DIAL  
ES,e2,e239,  SER   
ES,e2,e23a,SER CAT 
ES,e2,e241,CUARENTA
ES,e2,e243,R.ESTEL 
ES,e2,e244,  DIAL  
ES,e2,e246,SUNSHINE
ES,e2,e247,BIG FM  
ES,e2,e249,R. VIDA 
ES,e2,e251,  RAC 1 
ES,e2,e253,MuyBuena
ES,e2,e254,*R.FLOW*
ES,e2,e256,INTER   
ES,e2,e25b,RADIO 10
ES,e2,e25e,ALMANSA 
ES,e2,e261,GESTIONA
ES,e2,e263,ONDA SUR
ES,e2,e264,CHINA FM
ES,e2,e268,FLAIXBAC
ES,e2,e269,  ARAN  
ES,e2,e26c,VOX UJI 
ES,e2,e273,PONIENTE
ES,e2,e274,CAD-DIAL
ES,e2,e275,CUARENTA
ES,e2,e279,  SER   
ES,e2,e282, a Punt 
ES,e2,e285,BAYRADIO
ES,e2,e287,esRadio 
ES,e2,e293, D I V A
ES,e2,e294,   RS   
ES,e2,e295,OIDR4G  
ES,e2,e296,Subirats
ES,e2,e298,COPE    
ES,e2,e2a0,IB3RADIO
ES,e2,e2a2,RADIOVOZ
ES,e2,e2a3,ONDA 15 
ES,e2,e2a8,  SER   
ES,e2,e2a9,BIERZO  
ES,e2,e2aa,ROCK FM 
ES,e2,e2bb,ESRADIO 
ES,e2,e2c0,  COPE  
ES,e2,e2c2,R.CIUDAD
ES,e2,e2c4,BERJA   
ES,e2,e2c8, MALAGA 
ES,e2,e2ca,  COPE  
ES,e2,e2ce,CAD-100 
ES,e2,e2cf,ROCK FM 
ES,e2,e2d1,CAD-100 
ES,e2,e2da,MELODIA 
ES,e2,e2dd,TELETAXI
ES,e2,e2e1,RIMPACTO
ES,e2,e2e3,LIDER   
ES,e2,e2e4,RADIO 21
ES,e2,e2e6,M80RADIO
ES,e2,e2e7,TOPRADIO
ES,e2,e2e8,ES RADIO
ES,e2,e2eb, LOS40  
ES,e2,e2ec,KISS FM 
ES,e2,e2ed,EUROPAFM
ES,e2,e2ee,ONDACERO
ES,e2,e2ef,  SER   
ES,e2,e2f0,KISS FM 
ES,e2,e2f1, HIT FM 
ES,e2,e2f3,WHITE FM
ES,e2,e2fa,RTV AGUA
ES,e2,e2fd, DONNA  
ES,e2,e2fe,CARRUSEL
ES,e2,e2ff,  ECCA  
ES,e2,e301,EUSKADI1
ES,e2,e302,EUSKADI2
ES,e2,e304,EiTB    
ES,e2,e308,DIGITAL 
ES,e2,e309, LATINO 
ES,e2,e30a,CANAL EX
ES,e2,e314,RADIO 4 
ES,e2,e316,ActivaFM
ES,e2,e31b,EXITO   
ES,e2,e31c,CAD COPE
ES,e2,e321,HAPPY FM
ES,e2,e32c,DIME    
ES,e2,e330,FUERTEVE
ES,e2,e331,C.FIESTA
ES,e2,e332,CANALSUR
ES,e2,e333, R.A.I. 
ES,e2,e334,CANALSUR
ES,e2,e339,  SER   
ES,e2,e342,esRadio 
ES,e2,e355, GUM FM 
ES,e2,e358,97.7    
ES,e2,e369,ONDA REG
ES,e2,e36f,  ONDA  
ES,e2,e38a,DIPALME 
ES,e2,e391,  R.LUZ 
ES,e2,e396, RCM    
ES,e2,e397, SIESTA 
ES,e2,e398,ES RADIO
ES,e2,e399,MIXRADIO
ES,e2,e39a,CARRIZAL
ES,e2,e39f,A PUNT  
ES,e2,e3be, INSEL  
ES,e2,e3c1, YEBENES
ES,e2,e3c4,COPE+SGO
ES,e2,e3c5, ARENAS 
ES,e2,e3c6,9 RADIO 
ES,e2,e3c9,CatRadio
ES,e2,e3ce, EUROPA 
ES,e2,e3d5,CANDELA 
ES,e2,e3d9,MASPALOM
ES,e2,e3dd,RADIO 4G
ES,e2,e3de,RM RADIO
ES,e2,e3e4,SENSACIO
ES,e2,e3ed,ONDADIAL
ES,e2,e3f0,KISS FM 
ES,e2,e3f1, L.C.P. 
ES,e2,e3f3,R.T.V.I.
ES,e2,e3ff, Braojos
ES,e2,e402, POWER  
ES,e2,e403,RADIOB  
ES,e2,e408,R.M.S.J.
ES,e2,e40f,LOLA FM 
ES,e2,e411,RNE 1   
ES,e2,e415,RNE 5-MU
ES,e2,e423,CV RADIO
ES,e2,e429,QUERADIO
ES,e2,e42b,QUERADIO
ES,e2,e42c,UNIKA FM
ES,e2,e430,M80RADIO
ES,e2,e435, LOS40  
ES,e2,e437,  DIAL  
ES,e2,e439,  SER   
ES,e2,e43a,SER CAT 
ES,e2,e454,REMEMBER
ES,e2,e461,CAD*AZUL
ES,e2,e462,SERSiera
ES,e2,e46b,RM SOBER
ES,e2,e479,ActivaFM
ES,e2,e481,MuyBuena
ES,e2,e491,BETEVE  
ES,e2,e4aa,AB 95 FM
ES,e2,e4cd,RINCONAD
ES,e2,e4d4,AVENTURA
ES,e2,e4d8,BI FM   
ES,e2,e4db,ONDA VIP
ES,e2,e4e1,RGMUSICA
ES,e2,e4e3,esRadio 
ES,e2,e4e6,LA2DEVIA
ES,e2,e4ed,EUROPAFM
ES,e2,e4ee,OND-CERO
ES,e2,e4f5,ESRADIO 
ES,e2,e4fa,TINAMAR 
ES,e2,e4fb,CUARENTA
ES,e2,e4fe,ATLANTIS
ES,e2,e505,CRONICAS
ES,e2,e511,RNE 1   
ES,e2,e515,RNE 5   
ES,e2,e528,HUMOR FM
ES,e2,e530,M80RADIO
ES,e2,e535, LOS40  
ES,e2,e537,  DIAL  
ES,e2,e539,  SER   
ES,e2,e53a,  SER   
ES,e2,e544,POWER FM
ES,e2,e550,SUNSHINE
ES,e2,e555,SUNRADIO
ES,e2,e55f,COMARCA 
ES,e2,e587,MuyBuena
ES,e2,e588,ONDACERO
ES,e2,e597,La Diez 
ES,e2,e598, MAMBO  
ES,e2,e59f,A PUNT  
ES,e2,e5cd,R.MARCA 
ES,e2,e5ed,EUROPAFM
ES,e2,e5ee,ONDACERO
ES,e2,e5fe,  COPE  
ES,e2,e611,RNE 1   
ES,e2,e615,RNE 5   
ES,e2,e621,R.SIERRA
ES,e2,e627,S AMARA 
ES,e2,e639,  SER   
ES,e2,e672,LaMegaFM
ES,e2,e682,  NOVA  
ES,e2,e687,CANAL 37
ES,e2,e6ee,ONDACERO
ES,e2,e711,RNE 1   
ES,e2,e715,RNE 5   
ES,e2,e735, LOS40  
ES,e2,e737,  DIAL  
ES,e2,e739,  SER   
ES,e2,e745,R.OLULA 
ES,e2,e7af, Agaete 
ES,e2,e7c6,VAUGHAN 
ES,e2,e7d0,CAN.RAD 
ES,e2,e7d4,RadioLUZ
ES,e2,e7e0,CAN.RAD 
ES,e2,e7e5,HUMOR FM
ES,e2,e7e6,TORREDON
ES,e2,e7ed,CAN.RAD 
ES,e2,e7ee,ONDACERO
ES,e2,e808, VINILO 
ES,e2,e811,RNE 1   
ES,e2,e815,RNE 5   
ES,e2,e831, CASARES
ES,e2,e835, LOS40  
ES,e2,e839,  SER   
ES,e2,e84b,  SER   
ES,e2,e850,FACTORY 
ES,e2,e851,LA UNICA
ES,e2,e859,  SER   
ES,e2,e861,Esencia 
ES,e2,e868,CNS FM  
ES,e2,e890,ARTE  FM
ES,e2,e893,ESTEPONA
ES,e2,e896,TRAK FM 
ES,e2,e8d4,  COPE  
ES,e2,e8ee,ONDACERO
ES,e2,e905,G.-RADIO
ES,e2,e911,NORTE FM
ES,e2,e915,RNE 5   
ES,e2,e917,esRadio 
ES,e2,e939,  SER   
ES,e2,e943,Esencia 
ES,e2,e946,OCCIDNTE
ES,e2,e94c,Pop 10FM
ES,e2,e950,  SER   
ES,e2,e959,Costa FM
ES,e2,e962, GENIL  
ES,e2,e968,PLANETA 
ES,e2,e974,AIRE FM 
ES,e2,e976,Cope    
ES,e2,e97f,SVISION 
ES,e2,e982,VIVA POP
ES,e2,e984,UMHRADIO
ES,e2,e9ad,R. ORO  
ES,e2,ea15,RNE 5   
ES,e2,ea22, muzON  
ES,e2,ea33,XPLOSIVA
ES,e2,ea39,  SER   
ES,e2,ea43,CARIBEFM
ES,e2,ea53,SER CAT 
ES,e2,ea66,B-LATINO
ES,e2,ea69,ELIXIRFM
ES,e2,ea70,INTIMDAD
ES,e2,ea72,PEPE    
ES,e2,ea86, RPA FM 
ES,e2,ea88, MIT. FM
ES,e2,ea9a,LOCA    
ES,e2,eaf2,TORMESFM
ES,e2,eaf4,DUERO FM
ES,e2,eb02,Candil  
ES,e2,eb15,RNE 5   
ES,e2,eb19, LOS40  
ES,e2,eb39,  SER   
ES,e2,eb66,R.UBEDA 
ES,e2,ebfb,CRISTIAN
ES,e2,ec15,RNE 5   
ES,e2,ec20,COMRADIO
ES,e2,ec22,  ONDA  
ES,e2,ec30,M80RADIO
ES,e2,ec35, LOS40  
ES,e2,ec39,  SER   
ES,e2,ec47,  AIRE  
ES,e2,ec57,O.SALERO
ES,e2,ec62,RADIO 4G
ES,e2,ec72,LA NUEVA
ES,e2,ec85,XANADU  
ES,e2,ec87,ONA PAU 
ES,e2,ec89,INKA    
ES,e2,ec8c,SPEKTRA 
ES,e2,ec91,TNTACION
ES,e2,ec93,ESPINOSA
ES,e2,ec99,AXEL24  
ES,e2,ec9d,DIGITAL 
ES,e2,ec9e,90 FM   
ES,e2,ecff,VIVE!   
ES,e2,ed02,ANDARAX 
ES,e2,ed15,RNE 5   
ES,e2,ed1f,SER..   
ES,e2,ed34,FORMULA 
ES,e2,ed3d,DLP     
ES,e2,eddd,ENERGIA 
ES,e2,edde,LICK FM 
ES,e2,edeb,  SER   
ES,e2,ee02, GALAXY 
ES,e2,ee19, R. VIDA
ES,e2,ee32,EBRO FM 
ES,e2,ee37,  DIAL  
ES,e2,ee39,   SER  
ES,e2,ee81,LA MEGA 
ES,e2,ee87,EsRadio 
ES,e2,eeaa,  SER   
ES,e2,eeee,TNG-MED 
ES,e2,eef7,UABRADIO
ES,e2,ef00,  SER   
ES,e2,ef0e,VALLE DE
ES,e2,ef12, 7.7 La 
ES,e2,ef16,LatinaFM
ES,e2,ef23,R. 2000 
ES,e2,ef28,TROPIC@L
ES,e2,ef38,RADIOLE 
ES,e2,ef39,   SER  
ES,e2,efab,  COPE  
ES,e2,efba,COPE+MU 
ES,e2,efd4,MASTERFM
ES,e2,efe1,SALVAJE 
ES,e2,efe5,103.7   
ES,e2,efe6,TAROT FM
ES,e2,effc,RADIO 6 
ES,e2,f019,  AIRE  
ES,e2,f020,KANDELA 
ES,e2,f04a,R.GOSPEL
ES,e2,f067,DANCE FM
ES,e2,f06c,DB FM   
ES,e2,f08c,  RSB   
ES,e2,f0f0,R Maria 
ES,e2,f111,ONDA    
ES,e2,f118,GESTIONA
ES,e2,f129,FABULOSA
ES,e2,f158,CRISTIAN
ES,e2,f1e8,M80RADIO
ES,e2,f200, INTER  
ES,e2,f219, LOS40  
ES,e2,f255,LASUEGRA
ES,e2,f2af,GUADAL  
ES,e2,f33f,SOL FM  
ES,e2,f355,KOKUN FM
ES,e2,f3a2,SONICA  
ES,e2,f3a3,Baby R. 
ES,e2,f3cd,GESTIONA
ES,e2,f3ff,LOCA FM 
ES,e2,f4a2,R.HOREB 
ES,e2,f4cd,PURE    
ES,e2,f5a3,  SER   
ES,e2,f647,QueSuena
ES,e2,f658, Fresh  
ES,e2,f970,FRESH   
ES,e2,f998,CENTRAL 
ES,e2,fa11,ONDACERO
ES,e2,fade,ONDACERO
ES,e2,fb17,Olimpica
ES,e2,fbdb,PLAY FM 
ES,e2,fd8d,CHANKETE
ES,e2,fdfd,R.LUZ   
ES,e2,fefa,Borondon
ES,e2,ff01,R.MARCA 
ES,e2,ff11,EL GALLO
ES,e2,ff30,FORMLA30
ES,e2,ff45,Vaughan 
ES,e2,ffab,DYNAMIS 
ES,e2,ffde,MIRANDFM
ES,e2,fffa,>LA VOZ 
ES,e2,fffd,ECUAT FM
ES,e2,fffe,  ECCA  
FI,e1,5158,Pooki   
FI,e1,6000,Pohjolan
FI,e1,6007,GOLDENFM
FI,e1,600a,YLEMONDO
FI,e1,6024,MOREENI 
FI,e1,6029,R.INARI 
FI,e1,602a,  BOX   
FI,e1,6031,ALANDS  
FI,e1,6033,894 PORI
FI,e1,6042,  CITY  
FI,e1,6084, Sea FM 
FI,e1,608c, HELMI  
FI,e1,608d,FINEST  
FI,e1,6092,RadioHEL
FI,e1,6094,AITO HIT
FI,e1,609b,MIKKELI 
FI,e1,60bb,RADIOPRO
FI,e1,6158,Pooki   
FI,e1,6201,YLE YKSI
FI,e1,6202,  YLEX  
FI,e1,6203,YLESUOMI
FI,e1,6204,YLE X3M 
FI,e1,6205,YLE VEGA
FI,e1,6206,YLESAAME
FI,e1,6207,YLE PUHE
FI,e1,6208,YLE VEGA
FI,e1,6209,  NOVA  
FI,e1,6239,KESA    
FI,e1,6255,JARVIRAD
FI,e1,6265, RAMONA 
FI,e1,6288,  ROCK  
FI,e1,628b,FUN TRE 
FI,e1,628c, HELMI  
FI,e1,628e, PATMOS 
FI,e1,62a1, Classic
FI,e1,62a2,SUOMIRCK
FI,e1,62a3,SAARISTO
FI,e1,62ab,KISS    
FI,e1,62ac,  CITY  
FI,e1,62ad,ISKELMA 
FI,e1,6340,  NRJ   
FI,e1,6352,AITO HIT
FI,e1,6357,ISKELMA 
FI,e1,6363, HitMix 
FI,e1,6367, AALTO  
FI,e1,63ae,RADIO957
FI,e1,6403,YLE     
FI,e1,6405,YLE     
FI,e1,6411,NOSTALGI
FI,e1,6430,  BASSO 
FI,e1,6459,  LOOP  
FI,e1,6460,SUOMIPOP
FI,e1,6465, VAASA  
FI,e1,646c, RAMONA 
FI,e1,6480,sunradio
FI,e1,6499,LAHIRADI
FI,e1,6503,YLE HKI 
FI,e1,6505,"YLE,VEGA"
FI,e1,6527,R.KAJAUS
FI,e1,6603,YLE KUO 
FI,e1,6605,YLE     
FI,e1,6665,AURAN   
FI,e1,6703,YLE     
FI,e1,6705,YLE:VEGA
FI,e1,6765,ISKELMA 
FI,e1,6766,DEI  JKL
FI,e1,67f9, VAASA  
FI,e1,6803,YLE     
FI,e1,6903,YLE     
FI,e1,6905,YLE     
FI,e1,6a03,YLE     
FI,e1,6b03,YLE     
FI,e1,6c03,YLE     
FI,e1,6cae,BUSINESS
FI,e1,6cde,BUSINESS
FI,e1,6d03,YLE     
FI,e1,6e03,YLEPOHJM
FI,e1,6e65, VOIMA  
FI,e1,6f03,YLE KOKK
FI,e1,e201,SR P1   
FI,e1,e203,SR P3   
FI,e1,e402,SR P2   
FI,e1,ec24,SR P4 St
FI,e1,f201, NRK P1 
FI,e1,f202, NRK P2 
FI,e1,f302,NRK SAMI
FI,e1,fc31,NRK FINN
FO,e1,1040,RAS2    
FO,e1,1041,VOXPOP  
FO,e1,9365, LINDIN 
FO,e1,9366,(( R7 ))
FO,e1,93f0,Utvarpid
FR,e1,3323, AVIVA  
FR,e1,43d3, VIRAGE 
FR,e1,b1c7,R.MONACO
FR,e1,c080,CAMPUS  
FR,e1,e0fc,IRULEGI 
FR,e1,ef45,*MELODY*
FR,e1,f058,BOOMRANG
FR,e1,f097,94.8 FM 
FR,e1,f099,R.ALFA  
FR,e1,f201,  INTER 
FR,e1,f202, CULTURE
FR,e1,f203, MUSIQUE
FR,e1,f204,  F I P 
FR,e1,f205,  BLEU  
FR,e1,f206,  INFO  
FR,e1,f207,  BLEU  
FR,e1,f208,  MOUV' 
FR,e1,f209,  BLEU  
FR,e1,f20a,  BLEU  
FR,e1,f20b,SUDRADIO
FR,e1,f211,  RTL   
FR,e1,f212,  RFM   
FR,e1,f213,EUROPE 1
FR,e1,f214,SKYROCK 
FR,e1,f215,  RTL2  
FR,e1,f216, RMC    
FR,e1,f217,   FUN  
FR,e1,f218,NOSTALGI
FR,e1,f219, VIRGIN 
FR,e1,f21a,  NEO   
FR,e1,f21b, SWIGG  
FR,e1,f21c, LATINA 
FR,e1,f21d, OUI FM 
FR,e1,f220,  NRJ   
FR,e1,f221,CLASSIQ 
FR,e1,f222,AUTOROUT
FR,e1,f223,TSF JAZZ
FR,e1,f224, CHERIE 
FR,e1,f225,M RADIO 
FR,e1,f226, RIRE & 
FR,e1,f227,  BFM   
FR,e1,f228,COURTOIS
FR,e1,f229,BEUR FM 
FR,e1,f22a,  NOVA  
FR,e1,f22b, ORIENT 
FR,e1,f22c,  FG.   
FR,e1,f22d,FMAGHREB
FR,e1,f230,R SOLEIL
FR,e1,f340,OXYGENE 
FR,e1,f341, CAMPUS 
FR,e1,f342,GAZELLE 
FR,e1,f34b, FLY FM 
FR,e1,f35a,ZIGZAG  
FR,e1,f3aa,MAXXIONE
FR,e1,f3b3,TOU'CAEN
FR,e1,f3d9,SURF FM 
FR,e1,f405,  BLEU  
FR,e1,f431,ALPES1  
FR,e1,f435,RAM     
FR,e1,f436,MARITIMA
FR,e1,f437,F.NAUTIQ
FR,e1,f438,KISS FM 
FR,e1,f439,EMOTION 
FR,e1,f441,CANNES R
FR,e1,f442, TOP FM 
FR,e1,f444,FREQUE K
FR,e1,f445,GRENOUIL
FR,e1,f446,SOLEILFM
FR,e1,f447, MISTRAL
FR,e1,f448,RADIO AS
FR,e1,f449,DIALOGUE
FR,e1,f452,R VALLEE
FR,e1,f454,United  
FR,e1,f455,SALVEREG
FR,e1,f456,  DICI  
FR,e1,f457, RAJE   
FR,e1,f458, ZAP FM 
FR,e1,f459, SERENA 
FR,e1,f45a,MOSAIQUE
FR,e1,f45b, NEBBIA 
FR,e1,f45c, DIVA FM
FR,e1,f460,DA - RCB
FR,e1,f480, ACTIVE 
FR,e1,f481,CAMARGUE
FR,e1,f482,METROPOL
FR,e1,f483, CHALOM 
FR,e1,f484,RADIO JM
FR,e1,f486, RCALVI 
FR,e1,f488,VERDONFM
FR,e1,f489,AGORA FM
FR,e1,f491,CL-DOEIL
FR,e1,f493,   MIX  
FR,e1,f494,BALAGNE 
FR,e1,f495,NICE    
FR,e1,f496,GRIMALDI
FR,e1,f497,CORSICA 
FR,e1,f498,ZINZINE 
FR,e1,f499,  VOCE  
FR,e1,f4a2,MISTRAL 
FR,e1,f4a3,LA RADIO
FR,e1,f4a5,DURANCE 
FR,e1,f4a6, COMETE 
FR,e1,f4aa,GALERE  
FR,e1,f4ab,IMAGINE 
FR,e1,f532,RFL 101 
FR,e1,f534,PULSAR  
FR,e1,f536,GENERAT 
FR,e1,f537,BETON ! 
FR,e1,f538,  C2L   
FR,e1,f539,RESO96.9
FR,e1,f540,PLUS FM 
FR,e1,f541,  D4 B  
FR,e1,f542,COLLINES
FR,e1,f544, GATINE 
FR,e1,f545,REC103.7
FR,e1,f546,CLASH FM
FR,e1,f547,ARC/CIEL
FR,e1,f548, CAMPUS 
FR,e1,f549,GRAFFIC 
FR,e1,f552, FORUM  
FR,e1,f560,VIBRA   
FR,e1,f561, RCF 37 
FR,e1,f562,  RCF   
FR,e1,f563,ZEF 91.1
FR,e1,f564, RCF 41 
FR,e1,f565,RCF 45  
FR,e1,f580, VAG'FM 
FR,e1,f582,STYL'FM 
FR,e1,f583,VAL D'OR
FR,e1,f585,PORTUGAL
FR,e1,f586,BERRY FM
FR,e1,f587,CONEXION
FR,e1,f588,  RMZ   
FR,e1,f589,DELTA FM
FR,e1,f58a, AGORA  
FR,e1,f58b,BALISTIQ
FR,e1,f590,MEGA FM 
FR,e1,f5a1,R-ACTIVE
FR,e1,f631, TOTEM  
FR,e1,f633,MENERGY 
FR,e1,f636,R.ST AFF
FR,e1,f637, AVIVA  
FR,e1,f638,RMARSEIL
FR,e1,f639,PRESENCE
FR,e1,f640,  CFM   
FR,e1,f641,ALTITUDE
